Id,Weekly_Sales
14_60_2013-05-10,376.77654900608667
14_60_2013-05-17,368.3188664338166
14_60_2013-05-24,355.8041429758205
14_60_2013-05-31,351.0388846424872
14_60_2013-06-07,341.9249807562592
14_60_2013-06-14,347.6942815706025
14_60_2013-06-21,349.90119233983336
14_60_2013-06-28,335.18012458751224
14_60_2013-07-05,333.07584369519134
14_60_2013-07-12,369.99467527793286
14_60_2013-07-19,360.0068528783442
14_60_2013-07-26,323.3942187771189
14_67_2012-11-02,12829.385493784934
14_67_2012-11-09,11987.42795236539
14_67_2012-11-16,12851.487826284934
14_67_2012-11-23,12877.604054479383
14_67_2012-11-30,12635.281814297206
14_67_2012-12-07,17173.358405346164
14_67_2012-12-14,20301.487945236135
14_67_2012-12-21,22713.35102174719
14_67_2012-12-28,20658.563958080715
14_67_2013-01-04,14461.996014243483
14_67_2013-01-11,12352.166582111136
14_67_2013-01-18,12243.428163929311
14_67_2013-01-25,12337.332757653096
14_67_2013-02-01,16681.4830817863
14_67_2013-02-08,19496.129224163236
14_67_2013-02-15,17674.92090558681
14_67_2013-02-22,16337.149228682045
14_67_2013-03-01,13639.277339416645
14_67_2013-03-08,13693.415132388911
14_67_2013-03-15,13372.480773848147
14_67_2013-03-22,13967.593180186524
14_67_2013-03-29,13758.51848827996
14_67_2013-04-05,14367.578720799878
14_67_2013-04-12,14530.315545900885
14_67_2013-04-19,14254.329262533214
14_67_2013-04-26,14288.801979578664
14_67_2013-05-03,18792.155089404438
14_67_2013-05-10,20242.164965403947
14_67_2013-05-17,19926.828560817914
14_67_2013-05-24,16346.027647063322
14_67_2013-05-31,16543.666574146657
14_67_2013-06-07,17639.713126831135
14_67_2013-06-14,18447.480758403988
14_67_2013-06-21,18529.025777362323
14_67_2013-06-28,15673.242033289454
14_67_2013-07-05,12094.48009810158
14_67_2013-07-12,11729.387863067148
14_67_2013-07-19,11703.526830993203
14_67_2013-07-26,11698.167941255835
14_71_2012-11-02,8101.837573317735
14_71_2012-11-09,8711.859503333
14_71_2012-11-16,9110.755595474327
14_71_2012-11-23,11732.950751865083
14_71_2012-11-30,9985.14307981686
14_71_2012-12-07,9995.510174509323
14_71_2012-12-14,10682.012566046667
14_71_2012-12-21,11325.112937777436
14_71_2012-12-28,11929.583886587303
14_71_2013-01-04,10152.430194136581
14_71_2013-01-11,9666.217243154448
14_71_2013-01-18,9986.364026725869
14_71_2013-01-25,9231.907127979686
14_71_2013-02-01,11172.936157918217
14_71_2013-02-08,11738.56686575552
14_71_2013-02-15,11590.27132081505
14_71_2013-02-22,11792.285395338857
14_71_2013-03-01,10254.224078521522
14_71_2013-03-08,10535.764016567156
14_71_2013-03-15,9751.605790391844
14_71_2013-03-22,10048.30514262399
14_71_2013-03-29,9675.40288660369
14_71_2013-04-05,9443.340489615326
14_71_2013-04-12,8186.5157369363715
14_71_2013-04-19,8183.9298994916
14_71_2013-04-26,8215.378525324928
14_71_2013-05-03,8259.371698336807
14_71_2013-05-10,8247.709214527282
14_71_2013-05-17,8192.91413865274
14_71_2013-05-24,8172.707249606928
14_71_2013-05-31,8241.085333773597
14_71_2013-06-07,8588.012393573379
14_71_2013-06-14,8327.869916734904
14_71_2013-06-21,8452.460631660499
14_71_2013-06-28,8603.23306087496
14_71_2013-07-05,8610.582909798577
14_71_2013-07-12,8443.724002785028
14_71_2013-07-19,8527.067827807921
14_71_2013-07-26,8476.938944705471
14_72_2012-11-02,94942.82937203869
14_72_2012-11-09,104143.58373008615
14_72_2012-11-16,105855.86131166479
14_72_2012-11-23,226884.92215874814
14_72_2012-11-30,174522.94429796014
14_72_2012-12-07,135617.6373021068
14_72_2012-12-14,147396.7912652319
14_72_2012-12-21,158873.94147421993
14_72_2012-12-28,142718.68756047002
14_72_2013-01-04,78699.82522284724
14_72_2013-01-11,76863.09443392
14_72_2013-01-18,79239.32785662205
14_72_2013-01-25,77262.1908125496
14_72_2013-02-01,92999.30889283512
14_72_2013-02-08,132441.6523282951
14_72_2013-02-15,91058.51462786573
14_72_2013-02-22,90582.50160576258
14_72_2013-03-01,81913.14880323189
14_72_2013-03-08,82255.6030251678
14_72_2013-03-15,82109.3482456972
14_72_2013-03-22,78672.08392777831
14_72_2013-03-29,77287.64138913246
14_72_2013-04-05,78790.95257088158
14_72_2013-04-12,73655.15388499705
14_72_2013-04-19,73822.36023822271
14_72_2013-04-26,78422.04463055296
14_72_2013-05-03,76206.41460843863
14_72_2013-05-10,76115.0077352379
14_72_2013-05-17,75569.3797910736
14_72_2013-05-24,75984.52913601714
14_72_2013-05-31,76081.49987494572
14_72_2013-06-07,75791.17615927031
14_72_2013-06-14,76853.62128104967
14_72_2013-06-21,76662.01049493361
14_72_2013-06-28,73453.72497440784
14_72_2013-07-05,70804.15371187663
14_72_2013-07-12,70884.38158701918
14_72_2013-07-19,71623.83389722255
14_72_2013-07-26,73847.02846746355
14_74_2012-11-02,19125.849145022497
14_74_2012-11-09,19716.53711536972
14_74_2012-11-16,20396.06123227448
14_74_2012-11-23,23091.619503593967
14_74_2012-11-30,20000.481309328057
14_74_2012-12-07,19678.857375894608
14_74_2012-12-14,19625.450849218938
14_74_2012-12-21,19294.256782691165
14_74_2012-12-28,21025.399886756797
14_74_2013-01-04,22223.251464598776
14_74_2013-01-11,22071.07574976929
14_74_2013-01-18,21869.501317477618
14_74_2013-01-25,21128.86006178127
14_74_2013-02-01,22034.181359491507
14_74_2013-02-08,24153.61454661911
14_74_2013-02-15,22340.629838073753
14_74_2013-02-22,22188.086619864018
14_74_2013-03-01,22327.78215750996
14_74_2013-03-08,22627.69732218256
14_74_2013-03-15,22387.007430783768
14_74_2013-03-22,22194.98495878344
14_74_2013-03-29,22203.57664036083
14_74_2013-04-05,22329.723499348154
14_74_2013-04-12,21072.293094020773
14_74_2013-04-19,20832.774225794616
14_74_2013-04-26,21376.186342225847
14_74_2013-05-03,22934.261948258565
14_74_2013-05-10,22969.085726115703
14_74_2013-05-17,23055.117218407366
14_74_2013-05-24,22857.07172667217
14_74_2013-05-31,22697.405783111557
14_74_2013-06-07,23201.228076958956
14_74_2013-06-14,22528.282037813035
14_74_2013-06-21,22398.23192406304
14_74_2013-06-28,22607.391167426118
14_74_2013-07-05,22775.043244339897
14_74_2013-07-12,22652.90160952931
14_74_2013-07-19,23105.63881220877
14_74_2013-07-26,23559.459212609152
14_79_2012-11-02,31403.141910935716
14_79_2012-11-09,31681.407475519056
14_79_2012-11-16,31776.28937218571
14_79_2012-11-23,32483.351357736614
14_79_2012-11-30,31901.755467581017
14_79_2012-12-07,31999.87185440793
14_79_2012-12-14,31759.36167643019
14_79_2012-12-21,31417.65225309686
14_79_2012-12-28,32243.354090296114
14_79_2013-01-04,34077.6790022543
14_79_2013-01-11,34126.3518392186
14_79_2013-01-18,34233.63613269547
14_79_2013-01-25,33516.2057566126
14_79_2013-02-01,36031.60774267564
14_79_2013-02-08,36540.200235372104
14_79_2013-02-15,36266.03620069422
14_79_2013-02-22,36291.824283928334
14_79_2013-03-01,35933.70576262873
14_79_2013-03-08,35809.70491721206
14_79_2013-03-15,35960.144284946866
14_79_2013-03-22,35713.97800844044
14_79_2013-03-29,35763.7162757802
14_79_2013-04-05,35972.86838145859
14_79_2013-04-12,35287.58072584198
14_79_2013-04-19,34332.10681731022
14_79_2013-04-26,34364.90848860781
14_79_2013-05-03,36371.892146250495
14_79_2013-05-10,36264.087479071015
14_79_2013-05-17,36269.270901987664
14_79_2013-05-24,35960.1139011824
14_79_2013-05-31,35835.578352729994
14_79_2013-06-07,36771.067829055
14_79_2013-06-14,35345.60606358089
14_79_2013-06-21,34493.23976261476
14_79_2013-06-28,34551.10816827582
14_79_2013-07-05,34744.970326717485
14_79_2013-07-12,34354.26676477151
14_79_2013-07-19,34523.02443467231
14_79_2013-07-26,34498.575005233266
14_80_2012-11-02,30372.349296760658
14_80_2012-11-09,30647.440856506328
14_80_2012-11-16,30498.92223698252
14_80_2012-11-23,30947.262055881438
14_80_2012-11-30,30681.291538292033
14_80_2012-12-07,30908.34383602021
14_80_2012-12-14,31425.238913007153
14_80_2012-12-21,30582.383650400163
14_80_2012-12-28,31086.617437776284
14_80_2013-01-04,31705.202342026736
14_80_2013-01-11,31746.588875892656
14_80_2013-01-18,31713.37339220218
14_80_2013-01-25,31694.814299928534
14_80_2013-02-01,31832.868180985075
14_80_2013-02-08,32512.307249070516
14_80_2013-02-15,31762.322675925545
14_80_2013-02-22,31704.917246818404
14_80_2013-03-01,31780.75904454344
14_80_2013-03-08,31672.15725161007
14_80_2013-03-15,31768.896191368833
14_80_2013-03-22,31743.13871327673
14_80_2013-03-29,31862.0156492855
14_80_2013-04-05,32046.89906900504
14_80_2013-04-12,31893.25813519552
14_80_2013-04-19,31701.668946271275
14_80_2013-04-26,32064.26787327885
14_80_2013-05-03,33673.280713006476
14_80_2013-05-10,33748.3761927287
14_80_2013-05-17,33709.09012520885
14_80_2013-05-24,33083.527006275945
14_80_2013-05-31,33052.763043359286
14_80_2013-06-07,33563.83817156493
14_80_2013-06-14,33104.80322876982
14_80_2013-06-21,32461.987280886056
14_80_2013-06-28,32461.029122046788
14_80_2013-07-05,32478.43948258249
14_80_2013-07-12,32065.6473716301
14_80_2013-07-19,32977.41963521026
14_80_2013-07-26,33475.427632365674
14_81_2012-11-02,33439.81188636637
14_81_2012-11-09,33592.55603017132
14_81_2012-11-16,33290.69152481876
14_81_2012-11-23,33719.97655129605
14_81_2012-11-30,33661.75782239355
14_81_2012-12-07,33539.26653382211
14_81_2012-12-14,33430.81397771558
14_81_2012-12-21,33117.44809940211
14_81_2012-12-28,33038.22625643495
14_81_2013-01-04,34475.21410322646
14_81_2013-01-11,34417.66579691237
14_81_2013-01-18,34487.710531559795
14_81_2013-01-25,34330.91560206424
14_81_2013-02-01,34478.539809178845
14_81_2013-02-08,34910.79162300736
14_81_2013-02-15,34410.30999965049
14_81_2013-02-22,34389.44066691239
14_81_2013-03-01,34540.34194742334
14_81_2013-03-08,34469.88498557539
14_81_2013-03-15,34710.325708571414
14_81_2013-03-22,34517.60212039682
14_81_2013-03-29,34764.72589065475
14_81_2013-04-05,35010.83011301091
14_81_2013-04-12,35020.34601287383
14_81_2013-04-19,34476.19678669099
14_81_2013-04-26,35464.985821384245
14_81_2013-05-03,37839.43568064982
14_81_2013-05-10,37838.743161126
14_81_2013-05-17,37820.317869518854
14_81_2013-05-24,37137.872320072216
14_81_2013-05-31,36981.311607155556
14_81_2013-06-07,37365.79307299377
14_81_2013-06-14,36968.5963689015
14_81_2013-06-21,36086.96244342992
14_81_2013-06-28,35950.92611001266
14_81_2013-07-05,35876.773323447895
14_81_2013-07-12,35607.01185466738
14_81_2013-07-19,35932.84761157355
14_81_2013-07-26,37332.0002026869
14_82_2012-11-02,27160.554679963785
14_82_2012-11-09,27455.328323109945
14_82_2012-11-16,27942.82412293158
14_82_2012-11-23,30476.356340979826
14_82_2012-11-30,30387.535838276614
14_82_2012-12-07,43815.93312142624
14_82_2012-12-14,51365.12092450986
14_82_2012-12-21,57902.46364308131
14_82_2012-12-28,52949.19576713997
14_82_2013-01-04,24230.56018308011
14_82_2013-01-11,23749.805761800337
14_82_2013-01-18,24139.090459550334
14_82_2013-01-25,23849.1489480312
14_82_2013-02-01,24356.638586383673
14_82_2013-02-08,26561.22008201043
14_82_2013-02-15,25253.283099781558
14_82_2013-02-22,25382.553558227075
14_82_2013-03-01,25771.19292991233
14_82_2013-03-08,25373.6874020651
14_82_2013-03-15,26088.33536131732
14_82_2013-03-22,25555.13870685679
14_82_2013-03-29,25843.59627710679
14_82_2013-04-05,25275.660990765806
14_82_2013-04-12,24866.754756192382
14_82_2013-04-19,23707.3224974526
14_82_2013-04-26,24036.382598199267
14_82_2013-05-03,25209.96596251217
14_82_2013-05-10,25250.264176232406
14_82_2013-05-17,25344.792345845504
14_82_2013-05-24,24753.064779213164
14_82_2013-05-31,24802.754691998874
14_82_2013-06-07,25570.919136259112
14_82_2013-06-14,25756.4306243223
14_82_2013-06-21,25695.913774143723
14_82_2013-06-28,25290.397167042298
14_82_2013-07-05,24850.004723377064
14_82_2013-07-12,24735.547617905442
14_82_2013-07-19,24716.591210118557
14_82_2013-07-26,25035.353958739586
14_83_2012-11-02,8532.13499964913
14_83_2012-11-09,9731.868327544144
14_83_2012-11-16,9440.609870877477
14_83_2012-11-23,9827.793409567954
14_83_2012-11-30,9603.064117980652
14_83_2012-12-07,9855.97462046081
14_83_2012-12-14,9699.992558779259
14_83_2012-12-21,9939.481652261406
14_83_2012-12-28,10604.282904925107
14_83_2013-01-04,11234.464023034656
14_83_2013-01-11,11009.570233674543
14_83_2013-01-18,10996.967319230107
14_83_2013-01-25,10764.744399051526
14_83_2013-02-01,11313.759114295726
14_83_2013-02-08,11562.515304092349
14_83_2013-02-15,11298.958767767948
14_83_2013-02-22,11340.641006413787
14_83_2013-03-01,11311.840100664776
14_83_2013-03-08,11414.664444533822
14_83_2013-03-15,11280.77547200406
14_83_2013-03-22,11351.618207093352
14_83_2013-03-29,11164.839987996125
14_83_2013-04-05,11391.697342056965
14_83_2013-04-12,9830.979751869092
14_83_2013-04-19,9057.65300499741
14_83_2013-04-26,9099.932984602114
14_83_2013-05-03,10280.151161948052
14_83_2013-05-10,10180.4506879798
14_83_2013-05-17,9897.400974656384
14_83_2013-05-24,9200.155405736863
14_83_2013-05-31,9164.329458653527
14_83_2013-06-07,9781.258271461042
14_83_2013-06-14,9086.5131086896
14_83_2013-06-21,8896.591398134047
14_83_2013-06-28,9130.030589609287
14_83_2013-07-05,9587.102637777578
14_83_2013-07-12,9009.737306735036
14_83_2013-07-19,8976.62215576281
14_83_2013-07-26,8890.109851181809
14_85_2012-11-02,1775.4768166261167
14_85_2012-11-09,1797.2718107927824
14_85_2012-11-16,1768.4392995427834
14_85_2012-11-23,1751.4707452814189
14_85_2012-11-30,1867.9827115314183
14_85_2012-12-07,2711.173704102668
14_85_2012-12-14,3346.712534249187
14_85_2012-12-21,3464.4667579991883
14_85_2012-12-28,2720.210363832523
14_85_2013-01-04,1714.2547862563765
14_85_2013-01-11,1774.0297288228765
14_85_2013-01-18,1740.3631058088079
14_85_2013-01-25,1762.268370702317
14_85_2013-02-01,1684.9536131513623
14_85_2013-02-08,1613.6633168267433
14_85_2013-02-15,1723.8058427346948
14_85_2013-02-22,1711.1908847188222
14_85_2013-03-01,1750.2523006691847
14_85_2013-03-08,1740.421512298875
14_85_2013-03-15,1754.002581616154
14_85_2013-03-22,1749.1879697988743
14_85_2013-03-29,1753.3518321906656
14_85_2013-04-05,1767.9123030223795
14_85_2013-04-12,1784.3859123026832
14_85_2013-04-19,1810.0136825552079
14_85_2013-04-26,1821.6693490433033
14_85_2013-05-03,1991.7811352973604
14_85_2013-05-10,2121.1202648372896
14_85_2013-05-17,2166.8373935629397
14_85_2013-05-24,2187.732918836207
14_85_2013-05-31,2157.1330094909695
14_85_2013-06-07,2155.7950169070964
14_85_2013-06-14,2172.0243484006023
14_85_2013-06-21,2101.893586487723
14_85_2013-06-28,2102.489312088373
14_85_2013-07-05,2030.787962044178
14_85_2013-07-12,2055.904655729244
14_85_2013-07-19,2214.7050441352135
14_85_2013-07-26,2203.4205786956545
14_87_2012-11-02,18699.730869033152
14_87_2012-11-09,18989.387862503605
14_87_2012-11-16,19075.242852503616
14_87_2012-11-23,19317.28516792028
14_87_2012-11-30,19196.74381879329
14_87_2012-12-07,19921.790105946067
14_87_2012-12-14,19553.354059745663
14_87_2012-12-21,21566.62516043018
14_87_2012-12-28,21612.30515170994
14_87_2013-01-04,17568.37457184523
14_87_2013-01-11,17540.162906150785
14_87_2013-01-18,17640.94541656746
14_87_2013-01-25,16969.180142420624
14_87_2013-02-01,18595.588293273802
14_87_2013-02-08,18875.76279648809
14_87_2013-02-15,18517.98891279761
14_87_2013-02-22,18545.532914523803
14_87_2013-03-01,18711.89434549602
14_87_2013-03-08,18577.719117678564
14_87_2013-03-15,18615.74876041666
14_87_2013-03-22,18497.839671596685
14_87_2013-03-29,18492.972860803042
14_87_2013-04-05,18121.29028055555
14_87_2013-04-12,17692.259927989922
14_87_2013-04-19,16317.72091117497
14_87_2013-04-26,16374.052560796827
14_87_2013-05-03,17531.894429650638
14_87_2013-05-10,17442.789857230004
14_87_2013-05-17,17575.812882507784
14_87_2013-05-24,17165.666145629733
14_87_2013-05-31,16724.61390794034
14_87_2013-06-07,18095.32195635249
14_87_2013-06-14,17648.642737459515
14_87_2013-06-21,17834.88090119148
14_87_2013-06-28,18060.730263872465
14_87_2013-07-05,17935.696404913993
14_87_2013-07-12,17511.804697479354
14_87_2013-07-19,17112.836331335657
14_87_2013-07-26,17126.148474261092
14_90_2012-11-02,93761.09046246298
14_90_2012-11-09,95422.91263179382
14_90_2012-11-16,96086.80236593522
14_90_2012-11-23,98994.15848522089
14_90_2012-11-30,96426.75435560793
14_90_2012-12-07,96936.10397665494
14_90_2012-12-14,97909.26724632269
14_90_2012-12-21,97935.19461467637
14_90_2012-12-28,97750.5162209054
14_90_2013-01-04,96037.45030352633
14_90_2013-01-11,95670.56608496486
14_90_2013-01-18,96255.66067234575
14_90_2013-01-25,95878.73551510385
14_90_2013-02-01,97045.34012823005
14_90_2013-02-08,99146.50637347304
14_90_2013-02-15,96568.8585295991
14_90_2013-02-22,96904.68874432132
14_90_2013-03-01,96714.17581184779
14_90_2013-03-08,96573.47115431805
14_90_2013-03-15,96700.50958507661
14_90_2013-03-22,96274.16414834585
14_90_2013-03-29,96280.2272402155
14_90_2013-04-05,97048.04662233531
14_90_2013-04-12,94391.26587964146
14_90_2013-04-19,93395.02025035137
14_90_2013-04-26,95203.39998135135
14_90_2013-05-03,100772.6123823215
14_90_2013-05-10,100297.63153351824
14_90_2013-05-17,100571.25053024717
14_90_2013-05-24,98481.78997014582
14_90_2013-05-31,98054.13257211549
14_90_2013-06-07,98959.05242858281
14_90_2013-06-14,96939.40940351204
14_90_2013-06-21,96176.58669416678
14_90_2013-06-28,95741.1407468291
14_90_2013-07-05,96083.01171765785
14_90_2013-07-12,95128.33110226196
14_90_2013-07-19,95544.72374101204
14_90_2013-07-26,96993.32610484387
14_91_2012-11-02,75461.56645572338
14_91_2012-11-09,76731.7300607361
14_91_2012-11-16,76380.52907669566
14_91_2012-11-23,78250.74986544557
14_91_2012-11-30,77299.89418612295
14_91_2012-12-07,77101.62130103375
14_91_2012-12-14,75548.772957576
14_91_2012-12-21,75663.93604321171
14_91_2012-12-28,77755.77960883846
14_91_2013-01-04,83981.10557745783
14_91_2013-01-11,83184.9406412078
14_91_2013-01-18,83346.38494257141
14_91_2013-01-25,82970.47684852382
14_91_2013-02-01,85149.55815946823
14_91_2013-02-08,86987.92810809912
14_91_2013-02-15,84184.49566143253
14_91_2013-02-22,84500.3654330992
14_91_2013-03-01,84594.87459715236
14_91_2013-03-08,84657.45133230119
14_91_2013-03-15,84745.28733786667
14_91_2013-03-22,83287.63414217299
14_91_2013-03-29,83689.48471023845
14_91_2013-04-05,83945.1512671983
14_91_2013-04-12,80709.77291292783
14_91_2013-04-19,78080.90213635961
14_91_2013-04-26,80356.77718799653
14_91_2013-05-03,86548.94884892428
14_91_2013-05-10,85720.5808449308
14_91_2013-05-17,85029.43348391888
14_91_2013-05-24,80917.31465131073
14_91_2013-05-31,80657.57901631072
14_91_2013-06-07,81859.82400586967
14_91_2013-06-14,80175.65250272275
14_91_2013-06-21,78353.372644806
14_91_2013-06-28,78868.91995355605
14_91_2013-07-05,79930.18673436507
14_91_2013-07-12,78546.8584154067
14_91_2013-07-19,77744.33657278765
14_91_2013-07-26,79186.69555401328
14_92_2012-11-02,163893.46233287398
14_92_2012-11-09,174099.76982038858
14_92_2012-11-16,172701.93413892033
14_92_2012-11-23,177714.42622377072
14_92_2012-11-30,175802.36763016423
14_92_2012-12-07,174783.04106929005
14_92_2012-12-14,177229.93484213483
14_92_2012-12-21,176057.85043909537
14_92_2012-12-28,168963.7946970471
14_92_2013-01-04,169373.70146650058
14_92_2013-01-11,168783.41492538943
14_92_2013-01-18,168792.05550094496
14_92_2013-01-25,166561.41942236808
14_92_2013-02-01,171378.64304281917
14_92_2013-02-08,176441.64291129578
14_92_2013-02-15,170847.56502250175
14_92_2013-02-22,171470.55048625174
14_92_2013-03-01,173189.92305284378
14_92_2013-03-08,172100.28339286544
14_92_2013-03-15,171907.71312280584
14_92_2013-03-22,170986.14400828208
14_92_2013-03-29,170956.5814682225
14_92_2013-04-05,173083.09866782642
14_92_2013-04-12,164895.0758504043
14_92_2013-04-19,159941.37991386803
14_92_2013-04-26,161423.42935014775
14_92_2013-05-03,180346.98812982283
14_92_2013-05-10,178150.19681185426
14_92_2013-05-17,178167.30212101943
14_92_2013-05-24,171263.69882242338
14_92_2013-05-31,170545.29801589556
14_92_2013-06-07,176143.1982301732
14_92_2013-06-14,171426.849154477
14_92_2013-06-21,168196.11244101822
14_92_2013-06-28,169339.1466441534
14_92_2013-07-05,169190.65389509388
14_92_2013-07-12,164222.23077629448
14_92_2013-07-19,163633.35173922117
14_92_2013-07-26,164725.10385384894
14_93_2012-11-02,49593.57678603637
14_93_2012-11-09,50039.80866993289
14_93_2012-11-16,50290.7305853816
14_93_2012-11-23,52082.22028219254
14_93_2012-11-30,50181.909819516215
14_93_2012-12-07,50031.88135392098
14_93_2012-12-14,50645.91773921337
14_93_2012-12-21,49266.30236838003
14_93_2012-12-28,52012.22448790681
14_93_2013-01-04,54076.97924705854
14_93_2013-01-11,53419.50770216535
14_93_2013-01-18,53648.95784289184
14_93_2013-01-25,53305.95599722539
14_93_2013-02-01,54048.70821581766
14_93_2013-02-08,55744.91197345658
14_93_2013-02-15,53349.570839589054
14_93_2013-02-22,53445.273561148875
14_93_2013-03-01,53463.253475637604
14_93_2013-03-08,53366.88263855426
14_93_2013-03-15,53568.51211930642
14_93_2013-03-22,53307.77145605428
14_93_2013-03-29,53650.716783175485
14_93_2013-04-05,53872.50931159246
14_93_2013-04-12,53263.34092674395
14_93_2013-04-19,51914.94141965068
14_93_2013-04-26,52497.94836265381
14_93_2013-05-03,57426.19381395305
14_93_2013-05-10,57304.48984716737
14_93_2013-05-17,57632.11184347688
14_93_2013-05-24,55921.111476014776
14_93_2013-05-31,56048.85638715114
14_93_2013-06-07,58448.14764608529
14_93_2013-06-14,57089.28090617125
14_93_2013-06-21,55469.90785716734
14_93_2013-06-28,56990.526652539214
14_93_2013-07-05,59075.96336120788
14_93_2013-07-12,55866.37524087947
14_93_2013-07-19,57643.092677881665
14_93_2013-07-26,56680.52604600494
14_94_2012-11-02,51162.51384870551
14_94_2012-11-09,51681.675002225544
14_94_2012-11-16,51609.690667396004
14_94_2012-11-23,53056.39469386502
14_94_2012-11-30,51779.088048912796
14_94_2012-12-07,51499.56625322828
14_94_2012-12-14,52628.062861065555
14_94_2012-12-21,51575.21423564892
14_94_2012-12-28,51495.13406553163
14_94_2013-01-04,57941.19205139801
14_94_2013-01-11,57027.078773823705
14_94_2013-01-18,56927.023036740386
14_94_2013-01-25,57181.35520579973
14_94_2013-02-01,58315.962720490366
14_94_2013-02-08,58878.23872481068
14_94_2013-02-15,58367.955434111376
14_94_2013-02-22,58110.92121494469
14_94_2013-03-01,56843.82818389315
14_94_2013-03-08,57483.09544187922
14_94_2013-03-15,57029.847839200665
14_94_2013-03-22,57580.664231879244
14_94_2013-03-29,57125.977888545916
14_94_2013-04-05,57634.045485703675
14_94_2013-04-12,57562.81182989411
14_94_2013-04-19,56758.16424144389
14_94_2013-04-26,58414.98324878521
14_94_2013-05-03,60473.0549638125
14_94_2013-05-10,60667.22840786014
14_94_2013-05-17,61315.937612503
14_94_2013-05-24,60827.49779214956
14_94_2013-05-31,60509.25038395513
14_94_2013-06-07,60124.15635624406
14_94_2013-06-14,59770.282134955276
14_94_2013-06-21,57180.665635474354
14_94_2013-06-28,57078.67398306992
14_94_2013-07-05,57412.72084237001
14_94_2013-07-12,56023.99207155496
14_94_2013-07-19,56605.13697184339
14_94_2013-07-26,57983.20810249132
14_95_2012-11-02,116710.8856138369
14_95_2012-11-09,118274.35411064692
14_95_2012-11-16,117789.16994050363
14_95_2012-11-23,119100.52164307587
14_95_2012-11-30,119045.51326398025
14_95_2012-12-07,119569.38170361315
14_95_2012-12-14,121727.70301623811
14_95_2012-12-21,119002.68143972523
14_95_2012-12-28,118289.75885821464
14_95_2013-01-04,124352.44482858178
14_95_2013-01-11,124439.09019103574
14_95_2013-01-18,124612.50630850604
14_95_2013-01-25,124276.26918223168
14_95_2013-02-01,124790.1380045477
14_95_2013-02-08,126443.04199858995
14_95_2013-02-15,125224.96201049995
14_95_2013-02-22,125168.3098976875
14_95_2013-03-01,125355.54394375897
14_95_2013-03-08,125312.31168292557
14_95_2013-03-15,125938.80373142258
14_95_2013-03-22,125262.02316511309
14_95_2013-03-29,126275.09137182936
14_95_2013-04-05,127615.0356780606
14_95_2013-04-12,127281.09430181062
14_95_2013-04-19,125372.84956458936
14_95_2013-04-26,129083.69633480535
14_95_2013-05-03,134602.74214192244
14_95_2013-05-10,134447.7369948391
14_95_2013-05-17,134788.27357900576
14_95_2013-05-24,132690.862784086
14_95_2013-05-31,132317.51936319313
14_95_2013-06-07,133026.8702656524
14_95_2013-06-14,132541.91767413533
14_95_2013-06-21,129252.49211911173
14_95_2013-06-28,129186.26593398247
14_95_2013-07-05,128929.23326772735
14_95_2013-07-12,127329.96351405745
14_95_2013-07-19,129025.30961530661
14_95_2013-07-26,133532.92160135982
14_96_2012-11-23,2.7971143376068413
14_96_2012-12-14,7.117287670940171
14_97_2012-11-02,21422.814954719255
14_97_2012-11-09,21806.214391266873
14_97_2012-11-16,21704.782867516875
14_97_2012-11-23,22527.461994044654
14_97_2012-11-30,21969.265476266875
14_97_2012-12-07,22005.546374600202
14_97_2012-12-14,21873.3161183153
14_97_2012-12-21,21273.846266410532
14_97_2012-12-28,22515.33422809227
14_97_2013-01-04,22848.663920924653
14_97_2013-01-11,22605.15001122228
14_97_2013-01-18,22605.35944205561
14_97_2013-01-25,22566.007362440672
14_97_2013-02-01,22758.26205248144
14_97_2013-02-08,23378.94753914809
14_97_2013-02-15,22630.84770016
14_97_2013-02-22,22613.357094743333
14_97_2013-03-01,22760.577287973647
14_97_2013-03-08,22651.557172868335
14_97_2013-03-15,22700.394975056977
14_97_2013-03-22,22704.419137080786
14_97_2013-03-29,22725.794270572853
14_97_2013-04-05,22755.300066641576
14_97_2013-04-12,22533.91617134398
14_97_2013-04-19,21656.50350333085
14_97_2013-04-26,22071.62903847965
14_97_2013-05-03,24486.022944125165
14_97_2013-05-10,24426.11712828666
14_97_2013-05-17,24335.96139347041
14_97_2013-05-24,23180.723437221353
14_97_2013-05-31,23134.222774661834
14_97_2013-06-07,23832.05984894419
14_97_2013-06-14,22672.26323538625
14_97_2013-06-21,22239.673133871096
14_97_2013-06-28,23182.378050133288
14_97_2013-07-05,23577.19503041308
14_97_2013-07-12,22528.139950882298
14_97_2013-07-19,23193.462337015077
14_97_2013-07-26,23599.440141817075
14_98_2012-11-02,14807.936504287763
14_98_2012-11-09,14760.993830091325
14_98_2012-11-16,15043.665590091327
14_98_2012-11-23,16819.05352847334
14_98_2012-11-30,15890.074548989234
14_98_2012-12-07,15797.463730124015
14_98_2012-12-14,16566.84888561013
14_98_2012-12-21,18014.88131805656
14_98_2012-12-28,18170.18849152877
14_98_2013-01-04,15202.83558435027
14_98_2013-01-11,14835.148559451283
14_98_2013-01-18,14908.29015611795
14_98_2013-01-25,15141.172667743116
14_98_2013-02-01,15400.760755704727
14_98_2013-02-08,16319.941819353706
14_98_2013-02-15,15375.170707788055
14_98_2013-02-22,15317.638373242607
14_98_2013-03-01,15099.588935740954
14_98_2013-03-08,15019.229564669527
